Product ID,Type,Air Temp,Proc Temp,Rtn Speed,Torque,Tool Wear,Failure?
L52996,L,301.3,311,1582,35.6,202,No
L53003,L,301.2,311,1544,39.3,217,No
L53030,L,301.3,311.1,1560,35.3,55,No
L53066,L,301.4,311.1,1494,41.9,142,No
M20764,M,300.8,310.5,1330,59,190,No
L53167,L,300.7,310.8,1608,39.5,202,No
H35414,H,300.4,310.2,1431,43.2,0,No
L53208,L,300.6,310.9,1472,47.6,75,No
L53219,L,300.6,310.9,1433,42.6,101,No
M20969,M,300.8,310.9,1514,38.7,66,No
L53296,L,300.8,310.9,1453,43.9,84,No
L53321,L,300.8,310.8,1486,45.7,146,No
L53394,L,300.9,310.7,1392,44.2,97,No
L53409,L,301.3,310.9,2165,17.4,143,No
L53422,L,301,310.4,1476,43.6,173,No
L53441,L,301.1,310.6,1417,47.6,10,No
M21123,M,301,310.6,1698,27.3,14,No
M21144,M,301.2,310.8,1734,31.3,64,No
M21197,M,300.4,309.8,1435,43.6,203,No
L53535,L,300.1,309.7,1481,37.9,34,No
M21223,M,300,309.6,1618,36.2,53,No
L53558,L,300,309.6,1514,44.6,98,No
H35802,H,300.3,309.9,1509,46.6,125,No
L53570,L,300.3,309.8,1450,55,135,No
L53585,L,300.1,309.7,2151,17.5,173,No
L53620,L,300.6,310.2,1648,31.7,46,No
L53631,L,300.7,310.2,1696,27.5,73,No
L53636,L,300.7,310.2,1387,50.6,83,No
M21325,M,300.5,309.8,1416,48.5,110,No
M21383,M,301.1,310.2,1850,27.7,44,No
L53797,L,301.6,310.6,1321,60.8,73,No
M21487,M,301.7,310.6,1876,22.1,99,No
L53861,L,301.4,310.7,1425,45.1,7,No
L53906,L,301.5,310.8,1500,41,118,No
L53963,L,301.3,310.8,1450,46.9,59,No
H36228,H,300.8,310.6,1465,44.1,136,No
M21683,M,300.9,310.7,1268,56.3,161,No
M21710,M,301,311.2,1521,35.8,13,No
L54056,L,300.8,311.2,1430,54.4,85,No
M21776,M,300.9,311.3,1603,31.8,190,No
H36354,H,300.8,311.4,1453,44.6,38,No
M21827,M,300.8,311.2,1365,51.7,111,No
M21831,M,300.7,311,1559,42.8,121,No
L54158,L,300.7,311.1,1427,50.3,137,No
L54159,L,300.9,311.2,1353,60.4,139,No
M21859,M,300.6,310.7,1457,36.7,193,No
L54228,L,300.6,310.4,2007,19.8,116,No
L54229,L,300.6,310.4,1494,47.3,118,No
L54241,L,300.6,310.4,1446,49.7,155,No
L54293,L,300.9,310.4,1561,32.7,67,No
L54298,L,300.9,310.5,1565,35.9,81,No
M21983,M,300.9,310.4,1576,40.4,92,No
L54308,L,300.6,310,1511,36.9,105,No
M21993,M,300.5,309.9,1552,41.3,116,No
M22044,M,300.2,310.3,1593,36.1,36,No
L54377,L,300,310,1486,41.8,69,No
L54415,L,299.8,310,1361,53.8,167,No
L54441,L,300.4,310.5,1818,25.1,14,No
L54443,L,300.4,310.6,1429,46.9,19,No
L54462,L,300,310.2,1486,36.4,66,No
L54531,L,299.7,310.2,1458,43.4,28,No
M22248,M,299.8,310.6,1694,31.3,121,No
M22281,M,300.1,311.4,1342,48.5,203,No
M22318,M,300.1,311.6,1433,51.4,76,No
L54667,L,300.3,311.7,1707,33.6,158,No
L54707,L,300.1,311.3,1470,45.2,40,No
M22402,M,300.4,311.6,1401,49.9,79,No
M22411,M,300.2,311.3,1491,37.3,102,No
L54733,L,300.3,311.3,1505,39.6,107,No
L54741,L,300.3,311.1,1388,49.4,128,No
L54754,L,300.4,311.1,1487,37.4,162,No
L54782,L,300.4,311.2,1705,28.7,20,No
L54827,L,300.4,311.4,1728,31.7,133,No
L54892,L,300.5,311.5,1499,37.6,73,No
H37186,H,300.3,311.5,1464,41,29,No
L54954,L,300.3,311.5,1634,31.9,36,No
M22642,M,300.4,311.6,1518,36.4,53,No
L54967,L,300.3,311.5,1378,47.5,64,No
L55068,L,300.7,312.3,1577,33.2,100,No
M22800,M,300.7,311.7,1532,40,0,No
M22801,M,300.7,311.7,1499,38.9,3,No
L55123,L,300.8,311.7,1753,29,8,No
H37374,H,301.1,312.2,1491,42.6,52,No
M22850,M,301.1,312.4,1809,25.1,126,No
L55188,L,300.8,311.9,1414,41.1,171,No
L55194,L,300.9,312,1500,44.2,188,No
H37437,H,300.9,312,1397,42.7,212,No
L55232,L,300.5,311.9,1403,45.7,54,No
L55238,L,300.3,311.6,1515,44.9,69,No
M22963,M,300.3,311.9,1429,41.6,184,No
M22972,M,300.4,311.8,1442,45.1,0,No
H37544,H,300,311.2,1393,43.1,45,No
H37575,H,299.6,311,1714,30.2,128,No
L55354,L,299.9,311.3,1371,52.3,167,No
L55358,L,299.7,311.2,1352,52.1,176,No
M23040,M,299.7,311.2,1616,42.3,180,No
L55426,L,299,310.3,1552,39.9,114,No
H37712,H,298.7,310.1,1435,45.6,37,No
L55483,L,298.8,310.2,1504,41,51,No
M23255,M,298.5,309.5,1483,44.8,92,No
M23273,M,298.6,309.7,1422,49.7,139,No
L55622,L,298.6,310,1517,39,4,No
M23303,M,298.6,309.9,1668,32.3,6,No
L55640,L,298.7,309.9,1372,54.7,44,No
L55691,L,298.4,309.7,1457,44.2,175,No
L55696,L,298.3,309.6,1527,30.9,189,No
L55701,L,298.4,309.5,1376,50.4,202,No
L55743,L,298,308.9,1500,36.7,104,No
M23452,M,297.5,308,1430,44.5,178,No
L55808,L,297.5,308.4,1747,31,45,No
M23560,M,297.3,308.7,1451,43.8,24,No
M23561,M,297.3,308.7,1466,38.4,27,No
M23618,M,297.5,308.7,1446,53,168,No
M23654,M,297.4,308.5,1497,36.4,56,No
L56037,L,297.7,308.9,1742,26.3,24,No
L56078,L,297.4,308.6,1532,38.7,136,No
L56095,L,297.1,308.3,1403,54.1,179,No
L56116,L,297.4,308.3,1465,42,13,No
H38389,H,296.7,307.4,1661,34.2,109,No
L56190,L,297.2,307.9,1441,40,195,No
L56247,L,297.1,308.2,1351,56.6,126,No
L56255,L,297.3,308.1,1506,36,150,No
M23950,M,297.2,307.9,1747,29,188,No
L56322,L,297.6,308.5,1678,34.2,114,No
L56335,L,297.5,308.5,1340,57.4,143,No
L56361,L,297.9,309.1,1521,36.1,15,No
L56403,L,297.9,309,1382,43.9,116,No
M24145,M,298.2,309,1410,47.6,76,No
L56470,L,298.2,309,1418,44.2,87,No
L56483,L,298.2,309,1491,38.3,121,No
L56491,L,298.4,309.4,1540,43.2,141,No
H38756,H,298.3,308.9,1706,31.8,8,No
L56547,L,297.9,308.5,1472,45.1,70,No
L56642,L,298.5,309.3,1570,40.1,131,No
L56739,L,299.5,310.9,1496,38.5,162,No
M24475,M,299,310.2,1564,39.9,97,No
M24479,M,298.9,310,1323,52.9,106,No
L56860,L,299.1,310.1,1894,24.2,22,No
M24543,M,299,310,1338,56.4,29,No
L56918,L,299,310,1509,38,168,No
L56925,L,298.8,310,1611,32.4,183,No
L57001,L,298.6,309.4,1667,35.6,185,No
L57023,L,298.3,309.2,1383,52.1,26,No
L57025,L,298.3,309.1,1421,47.4,33,No
M24722,M,298.8,309.7,1439,45.8,81,No
L57077,L,298.8,309.3,1357,47.1,176,No
L57089,L,298.7,309.1,1607,32.7,2,No
H39385,H,298.5,308.2,1563,44.6,163,No
L57162,M,298.7,308.4,1507,45.7,192,No
