Engine_Size,Num_Doors,Price,Age_Month,KM,Mfr_Guarantee,Power_Steering
1.4,4/5-Doors,10950,53,26624,0,1
1.4,2/3-Doors,9950,47,26221,0,1
2.0,4/5-Doors,10950,50,22648,0,1
1.4,2/3-Doors,10800,50,22500,0,1
1.4,2/3-Doors,10500,56,19313,0,1
1.6,4/5-Doors,10450,50,17619,0,0
1.4,2/3-Doors,10600,51,17069,0,1
1.4,2/3-Doors,10450,48,15000,1,1
1.4,4/5-Doors,12950,50,10210,0,1
1.6,2/3-Doors,11250,47,5309,0,1
2.0,2/3-Doors,7500,50,1,0,1
1.4,2/3-Doors,8950,52,31000,0,0
2.0,4/5-Doors,6950,58,205000,0,1
2.0,2/3-Doors,7900,68,204250,0,1
1.3,4/5-Doors,5950,68,194545,0,1
2.0,2/3-Doors,7500,59,190900,0,1
2.0,4/5-Doors,7500,62,183500,0,1
2.0,2/3-Doors,6900,65,176184,0,1
2.0,4/5-Doors,5751,67,174833,0,1
1.3,2/3-Doors,6950,68,155720,0,1
1.6,4/5-Doors,7950,67,155500,0,1
2.0,2/3-Doors,7750,59,154783,0,1
2.0,4/5-Doors,7950,64,154462,0,1
1.6,2/3-Doors,8250,64,150585,0,1
2.0,Stationwagen,6250,67,149000,0,1
2.0,4/5-Doors,9500,62,147636,0,1
2.0,4/5-Doors,6900,59,144521,0,1
1.6,2/3-Doors,8450,64,144000,0,1
2.0,2/3-Doors,7350,65,140168,0,1
1.6,Stationwagen,8950,68,140000,0,1
2.0,2/3-Doors,6900,60,139800,0,1
1.6,2/3-Doors,8950,59,137050,0,1
1.6,2/3-Doors,8750,61,136956,0,1
1.6,4/5-Doors,7950,67,135337,0,1
2.0,2/3-Doors,8950,64,133769,0,1
2.0,4/5-Doors,8950,58,133405,0,1
2.0,4/5-Doors,8950,65,132807,1,1
2.0,4/5-Doors,7950,64,132393,0,1
1.6,2/3-Doors,7750,60,130270,0,1
2.0,4/5-Doors,7500,59,130000,0,1
2.0,4/5-Doors,8950,67,127000,1,1
2.0,4/5-Doors,9800,67,126800,0,1
1.6,Stationwagen,9450,66,126452,1,1
2.0,2/3-Doors,8750,68,125000,0,1
2.0,4/5-Doors,10500,61,123000,1,1
1.3,Stationwagen,7995,59,121626,0,1
1.6,Stationwagen,10450,64,120400,0,1
2.0,4/5-Doors,9950,66,120000,0,1
1.6,2/3-Doors,9950,68,119541,0,1
1.6,4/5-Doors,8950,68,119500,1,1
1.6,4/5-Doors,7950,68,119289,1,1
1.6,2/3-Doors,10950,57,118833,1,1
2.0,Stationwagen,9950,64,118000,0,1
1.6,4/5-Doors,8600,68,117955,1,1
1.3,2/3-Doors,7250,65,117609,0,1
2.0,2/3-Doors,6950,68,117000,0,1
1.3,4/5-Doors,8000,64,116000,0,1
1.6,4/5-Doors,9950,58,115715,0,1
1.6,4/5-Doors,9450,60,115191,1,1
1.6,2/3-Doors,7950,68,115071,0,1
1.6,2/3-Doors,9450,63,115000,0,1
1.6,4/5-Doors,9950,64,114846,1,1
2.0,2/3-Doors,6950,65,114383,0,1
1.6,4/5-Doors,8250,59,113700,1,1
1.3,2/3-Doors,9950,67,113118,1,1
1.3,4/5-Doors,8250,59,112827,0,1
1.6,4/5-Doors,9950,68,112116,1,1
1.6,2/3-Doors,10500,66,112000,1,1
2.0,4/5-Doors,7950,62,112000,0,1
1.6,2/3-Doors,9750,65,111769,1,1
1.6,4/5-Doors,9250,61,110853,0,1
1.6,2/3-Doors,9500,68,110287,0,1
1.6,4/5-Doors,9950,62,109547,1,1
1.6,2/3-Doors,7750,63,109230,1,1
1.6,4/5-Doors,9500,68,109150,0,1
1.6,4/5-Doors,9950,67,108793,1,1
1.6,2/3-Doors,9750,64,106784,0,1
1.3,4/5-Doors,9750,58,105942,1,1
1.3,2/3-Doors,5950,59,105000,0,1
1.3,4/5-Doors,8500,62,105000,0,1
1.6,Stationwagen,8495,68,104299,0,1
1.3,2/3-Doors,9250,67,104000,1,1
1.3,2/3-Doors,6900,68,104000,0,1
1.3,2/3-Doors,8950,58,103458,1,1
1.6,4/5-Doors,9500,63,103400,0,1
1.3,Stationwagen,9250,63,102807,0,1
1.6,Stationwagen,9895,68,102494,1,1
2.0,4/5-Doors,9950,57,102300,1,1
1.6,2/3-Doors,7950,61,102106,0,1
1.6,4/5-Doors,8750,68,101889,1,1
2.0,2/3-Doors,8250,57,101791,0,1
1.6,2/3-Doors,8950,63,101469,0,1
1.6,4/5-Doors,8950,68,101001,1,1
1.6,4/5-Doors,8950,61,100748,0,1
1.6,4/5-Doors,8950,65,100550,0,1
1.6,Stationwagen,9450,67,99781,0,1
1.3,2/3-Doors,8950,59,98658,0,1
1.6,4/5-Doors,9250,65,98500,0,1
1.3,4/5-Doors,8750,64,98291,0,1
1.6,2/3-Doors,9950,61,97648,1,1
1.6,4/5-Doors,9950,61,97425,0,1
1.3,2/3-Doors,9900,65,97173,1,1
1.3,4/5-Doors,8950,66,97046,0,1
1.6,2/3-Doors,8950,67,96000,0,1
2.0,4/5-Doors,12250,60,96000,0,1
1.6,4/5-Doors,9250,67,95750,0,1
1.6,2/3-Doors,10250,61,95147,0,1
1.6,2/3-Doors,8950,68,95000,1,1
1.6,2/3-Doors,7999,65,95000,0,1
1.6,2/3-Doors,9900,66,94606,0,1
1.3,4/5-Doors,8250,63,94504,1,1
1.6,4/5-Doors,10500,65,93428,0,1
1.3,2/3-Doors,8450,65,93408,0,1
1.6,Stationwagen,9900,68,93296,1,1
1.6,4/5-Doors,10500,62,93098,1,1
2.0,4/5-Doors,8500,67,92922,0,1
1.6,2/3-Doors,9500,61,92498,1,1
1.6,2/3-Doors,9450,65,92226,0,1
2.0,2/3-Doors,9900,68,91505,0,1
1.6,2/3-Doors,8250,64,91333,0,1
1.3,2/3-Doors,8750,65,91246,0,1
1.6,4/5-Doors,9500,58,91000,1,1
1.6,2/3-Doors,8450,68,90727,1,1
1.6,2/3-Doors,8490,62,90000,0,1
1.6,4/5-Doors,8750,60,89576,0,0
1.3,2/3-Doors,9750,64,89145,0,1
1.6,Stationwagen,9950,63,89000,0,1
1.6,2/3-Doors,8500,68,88807,0,1
1.6,4/5-Doors,8450,63,88685,1,1
1.6,4/5-Doors,7900,62,88667,1,1
1.6,2/3-Doors,8750,57,88480,1,1
1.3,2/3-Doors,7950,61,88127,1,1
1.3,2/3-Doors,6900,62,88000,0,1
1.3,2/3-Doors,8150,65,87821,1,1
1.3,4/5-Doors,10995,59,87654,1,1
1.6,2/3-Doors,8900,59,86888,0,1
1.3,4/5-Doors,9500,59,86871,0,1
1.6,4/5-Doors,8950,68,86714,1,1
1.6,2/3-Doors,11500,65,85889,0,1
1.6,2/3-Doors,10450,62,85000,0,1
1.3,2/3-Doors,10500,60,85000,1,1
1.6,4/5-Doors,9250,68,84976,1,1
1.6,Stationwagen,10950,65,84558,0,1
1.6,4/5-Doors,10450,62,84549,0,1
1.6,4/5-Doors,9250,68,84482,0,1
1.6,4/5-Doors,8750,62,83908,0,1
1.3,2/3-Doors,8750,67,83560,1,1
1.6,4/5-Doors,9800,68,83000,1,1
1.3,2/3-Doors,8250,64,82723,1,1
1.6,2/3-Doors,10450,62,82421,0,1
1.6,4/5-Doors,9750,58,82254,0,1
1.3,2/3-Doors,7450,65,82000,0,1
1.3,4/5-Doors,8450,68,81965,1,1
1.6,2/3-Doors,8250,66,81250,0,1
1.6,2/3-Doors,10950,65,81192,1,1
1.6,4/5-Doors,8950,61,81170,1,1
1.3,2/3-Doors,8750,66,81083,1,1
1.6,4/5-Doors,10450,61,80714,1,0
1.6,Stationwagen,10950,57,80470,1,1
1.6,4/5-Doors,8450,65,80439,0,1
1.6,2/3-Doors,9950,59,80430,0,1
1.6,2/3-Doors,9950,68,80426,1,1
1.3,2/3-Doors,8750,62,80265,1,0
1.6,4/5-Doors,9950,65,80153,1,1
1.6,4/5-Doors,9500,68,80121,1,1
1.6,4/5-Doors,8250,65,80086,0,1
1.6,4/5-Doors,10950,62,80000,0,1
1.3,4/5-Doors,7950,60,80000,0,1
1.3,2/3-Doors,8250,65,80000,0,1
1.6,4/5-Doors,9895,67,79858,1,1
1.3,2/3-Doors,9130,67,79762,0,1
1.3,4/5-Doors,10950,59,79660,1,1
1.6,4/5-Doors,10500,60,79150,1,1
1.6,2/3-Doors,8900,61,79000,1,1
1.3,4/5-Doors,9500,57,78955,1,1
2.0,Stationwagen,10950,59,78750,0,1
1.3,2/3-Doors,7950,68,78521,0,1
1.3,2/3-Doors,7950,64,78356,1,1
1.3,2/3-Doors,7950,65,78076,1,1
1.6,4/5-Doors,9500,61,78063,1,1
1.6,4/5-Doors,10950,67,77821,1,1
1.6,4/5-Doors,9750,68,77695,1,1
1.6,2/3-Doors,9750,65,77500,1,1
1.6,2/3-Doors,9450,63,77457,1,1
1.3,2/3-Doors,8950,68,77029,0,1
1.3,2/3-Doors,8950,68,77008,1,1
1.6,4/5-Doors,8900,66,76791,0,1
1.3,4/5-Doors,9950,61,76700,0,1
1.3,2/3-Doors,8750,67,76569,0,1
1.6,4/5-Doors,8950,59,76162,0,1
1.6,4/5-Doors,8990,65,76155,0,1
1.3,2/3-Doors,8950,61,75609,1,1
2.0,2/3-Doors,8950,62,75569,0,1
1.6,2/3-Doors,9950,67,75429,1,1
1.6,4/5-Doors,9900,68,75000,0,1
1.3,2/3-Doors,8950,65,75000,0,1
1.6,4/5-Doors,8950,62,75000,0,1
1.6,2/3-Doors,9500,66,74963,0,1
1.3,2/3-Doors,7950,68,74889,1,1
1.6,4/5-Doors,7750,68,74875,0,1
1.6,4/5-Doors,8950,63,74747,0,1
1.6,Stationwagen,11950,60,74720,1,1
1.6,4/5-Doors,8950,62,74457,0,1
1.3,4/5-Doors,11950,60,74337,0,1
1.6,2/3-Doors,8950,68,74308,1,1
1.6,2/3-Doors,9950,64,74193,1,1
1.6,2/3-Doors,8250,65,74179,0,1
1.3,Stationwagen,8995,67,73936,0,1
1.6,2/3-Doors,9995,61,73894,1,1
1.6,2/3-Doors,9250,64,73500,0,1
1.6,4/5-Doors,10950,64,73376,1,1
1.3,2/3-Doors,8900,64,73300,0,1
1.6,4/5-Doors,9500,58,73172,0,1
1.6,4/5-Doors,9950,58,72928,1,1
1.3,2/3-Doors,7950,67,72880,0,1
1.6,2/3-Doors,8250,63,72522,0,1
1.3,2/3-Doors,9450,64,72000,0,1
1.3,2/3-Doors,7950,57,72000,1,1
1.6,2/3-Doors,9500,59,71366,0,1
1.6,2/3-Doors,8950,65,71317,0,1
1.6,4/5-Doors,10950,62,71000,0,1
1.6,2/3-Doors,8950,60,70954,0,1
1.3,4/5-Doors,9450,63,70908,1,1
1.6,2/3-Doors,8000,58,70560,0,1
1.6,4/5-Doors,9900,67,70552,0,1
1.6,4/5-Doors,8950,62,70500,1,1
2.0,4/5-Doors,10900,60,70453,0,1
1.6,2/3-Doors,9450,59,70218,1,1
1.6,4/5-Doors,8450,64,70116,1,1
1.6,4/5-Doors,9500,65,70068,1,1
1.6,2/3-Doors,10500,67,70000,0,1
1.3,2/3-Doors,6950,68,70000,0,1
1.6,4/5-Doors,9750,68,69103,1,1
1.3,4/5-Doors,6950,58,69022,1,1
1.6,2/3-Doors,9650,67,69000,0,1
1.6,2/3-Doors,9950,68,68865,0,1
1.3,2/3-Doors,9250,58,68723,0,1
1.6,4/5-Doors,8950,63,68453,1,1
1.3,Stationwagen,9900,63,68238,1,1
1.6,Stationwagen,10995,63,68153,1,1
1.6,4/5-Doors,10500,65,68000,0,1
1.3,2/3-Doors,8950,65,68000,1,1
1.6,2/3-Doors,9750,67,67762,0,1
1.6,4/5-Doors,10950,68,67146,0,1
1.3,4/5-Doors,9750,67,67110,0,1
1.6,2/3-Doors,9950,59,67010,1,1
1.6,4/5-Doors,10500,65,67003,1,1
1.3,2/3-Doors,10400,68,66785,0,1
1.6,2/3-Doors,10500,61,66259,0,1
1.6,4/5-Doors,9250,62,66082,0,1
1.3,2/3-Doors,7800,65,66000,1,1
1.6,2/3-Doors,9950,61,66000,0,1
1.6,2/3-Doors,10750,63,65896,1,1
1.6,4/5-Doors,10950,67,65785,0,1
1.6,4/5-Doors,9950,65,65513,0,1
1.6,4/5-Doors,9950,59,65463,0,1
1.3,4/5-Doors,8100,68,65400,0,1
1.6,2/3-Doors,9250,60,65259,1,1
1.6,2/3-Doors,7800,64,65000,1,1
1.6,4/5-Doors,9000,68,65000,0,1
1.6,4/5-Doors,8950,57,65000,0,1
1.3,2/3-Doors,8950,62,64966,0,0
1.6,4/5-Doors,9950,68,64950,0,1
1.6,4/5-Doors,8500,60,64914,0,1
1.6,4/5-Doors,7995,62,64797,0,1
1.6,2/3-Doors,8750,65,64772,0,1
1.3,2/3-Doors,9750,63,64690,1,0
1.6,4/5-Doors,10950,65,64630,0,0
1.6,Stationwagen,9750,67,64613,1,1
1.3,2/3-Doors,8200,60,64383,1,1
2.0,4/5-Doors,8950,68,64000,0,1
1.3,2/3-Doors,9500,66,63881,0,1
2.0,4/5-Doors,10950,58,63870,0,1
1.3,4/5-Doors,9750,66,63328,0,1
1.3,4/5-Doors,9950,65,63000,1,1
1.3,2/3-Doors,10450,61,63000,0,1
1.6,2/3-Doors,9850,65,62396,0,1
1.6,4/5-Doors,9450,62,62377,0,1
1.6,2/3-Doors,10295,67,62316,1,1
1.6,2/3-Doors,9750,68,62292,0,1
1.6,2/3-Doors,8950,65,62225,0,1
1.6,4/5-Doors,9900,68,62222,0,1
1.3,4/5-Doors,8750,66,62135,1,1
1.6,4/5-Doors,9950,58,62024,0,1
1.3,2/3-Doors,8500,60,61977,0,1
1.6,4/5-Doors,9950,62,61930,1,1
1.6,2/3-Doors,10950,57,61682,1,1
1.6,4/5-Doors,9795,68,61568,1,1
1.6,4/5-Doors,8750,68,61504,1,1
1.6,2/3-Doors,8250,65,61384,0,1
1.6,4/5-Doors,9950,58,61343,0,1
1.6,4/5-Doors,9950,62,61254,1,1
1.6,2/3-Doors,10500,59,61166,0,1
1.3,4/5-Doors,9750,62,61149,1,1
1.6,Stationwagen,11250,61,61144,1,1
1.6,2/3-Doors,8900,59,61127,1,1
1.3,2/3-Doors,7950,60,61100,0,1
1.6,4/5-Doors,11500,68,61100,0,1
1.6,2/3-Doors,9450,57,61000,1,1
1.3,2/3-Doors,7995,65,60724,1,1
1.3,4/5-Doors,10995,59,60708,0,1
1.6,2/3-Doors,8950,61,60532,1,1
1.3,4/5-Doors,8250,67,60000,0,1
1.3,2/3-Doors,8950,66,60000,1,1
1.3,2/3-Doors,8950,65,60000,1,1
1.3,4/5-Doors,9500,62,59295,1,1
1.3,2/3-Doors,7500,65,59264,0,1
1.6,2/3-Doors,8950,63,59000,1,1
2.0,4/5-Doors,9950,63,59000,1,1
1.6,4/5-Doors,9750,65,59000,0,1
1.6,4/5-Doors,9450,61,59000,1,1
1.6,2/3-Doors,9950,65,59000,0,1
1.6,2/3-Doors,9750,68,58860,1,1
1.6,2/3-Doors,8950,65,58829,1,1
1.6,4/5-Doors,8250,66,58654,1,1
1.3,2/3-Doors,7750,65,58300,1,1
1.6,2/3-Doors,8950,60,58269,0,1
1.6,4/5-Doors,9950,64,58136,0,1
1.6,2/3-Doors,9450,66,58113,1,1
1.6,2/3-Doors,12950,67,58058,0,1
1.6,2/3-Doors,9950,58,58000,0,1
1.6,2/3-Doors,10495,62,58000,1,1
1.3,4/5-Doors,7950,68,57565,0,1
1.6,Stationwagen,10500,63,57413,1,1
1.6,4/5-Doors,8950,65,57374,0,1
1.6,4/5-Doors,9900,62,57179,0,1
1.6,2/3-Doors,9995,61,57169,0,1
1.6,2/3-Doors,9950,63,57124,0,1
1.6,2/3-Doors,9950,63,57000,0,1
1.6,2/3-Doors,8250,67,57000,0,1
1.3,4/5-Doors,9950,63,57000,0,1
1.3,2/3-Doors,8950,59,56259,0,1
1.6,2/3-Doors,10950,62,56209,1,1
1.3,4/5-Doors,9250,67,56074,1,1
1.6,4/5-Doors,9950,63,55942,1,1
1.3,4/5-Doors,9995,57,55844,0,1
1.3,2/3-Doors,8750,61,55747,0,1
1.3,4/5-Doors,10950,58,55478,0,1
1.6,4/5-Doors,10350,60,55085,1,1
1.6,4/5-Doors,9950,65,55061,0,1
1.3,2/3-Doors,8950,65,55000,0,0
1.6,4/5-Doors,10950,57,55000,0,1
1.6,4/5-Doors,10950,63,54936,1,1
1.6,4/5-Doors,8950,68,54875,1,1
1.6,2/3-Doors,8900,67,54847,1,1
1.6,2/3-Doors,10250,60,54554,1,1
1.6,4/5-Doors,9450,61,54125,0,1
1.6,2/3-Doors,9250,61,54000,1,1
1.6,4/5-Doors,10500,57,54000,0,1
1.3,4/5-Doors,7350,58,54000,0,1
1.6,4/5-Doors,10250,62,53285,1,1
1.6,4/5-Doors,11500,65,53053,0,1
2.0,2/3-Doors,8950,68,53000,0,1
1.3,2/3-Doors,7750,68,53000,0,1
1.6,2/3-Doors,9500,64,52968,1,1
1.3,2/3-Doors,8450,67,52800,0,1
1.6,2/3-Doors,8950,57,52548,0,1
1.6,4/5-Doors,8400,60,52487,0,1
1.3,2/3-Doors,9250,66,52383,0,1
1.6,4/5-Doors,8900,61,52112,0,1
1.6,2/3-Doors,8750,58,51712,0,1
1.6,4/5-Doors,10950,58,51421,0,1
1.3,4/5-Doors,8950,61,51235,0,1
1.3,2/3-Doors,8950,65,51000,0,1
1.6,4/5-Doors,8895,61,50925,1,1
1.6,4/5-Doors,8750,59,50469,1,1
1.6,4/5-Doors,9750,61,50173,0,1
1.6,4/5-Doors,9950,62,50000,0,1
1.6,2/3-Doors,10950,65,49942,0,1
1.6,Stationwagen,9900,67,49585,1,1
1.6,4/5-Doors,9500,62,49258,0,1
1.6,2/3-Doors,9950,61,49000,0,1
1.6,4/5-Doors,9950,63,48738,0,1
1.3,4/5-Doors,10500,62,47750,0,1
1.3,2/3-Doors,9950,63,47612,0,1
1.3,4/5-Doors,10495,68,47500,1,1
1.6,2/3-Doors,9500,66,47237,0,1
1.3,2/3-Doors,8500,58,47171,1,1
1.6,4/5-Doors,10450,60,47060,1,1
1.3,2/3-Doors,8950,65,47014,0,1
1.3,2/3-Doors,9900,59,46929,1,1
1.3,4/5-Doors,8900,63,46000,0,1
1.6,2/3-Doors,8745,65,45681,0,1
1.3,2/3-Doors,8750,65,45549,0,1
1.6,4/5-Doors,10750,57,45000,0,1
1.6,2/3-Doors,9750,57,45000,0,0
1.6,4/5-Doors,8850,65,45000,0,1
1.3,4/5-Doors,7950,66,45000,0,1
1.6,4/5-Doors,9450,63,45000,1,0
1.6,2/3-Doors,9950,61,45000,0,1
1.6,4/5-Doors,8250,63,44944,0,1
1.3,2/3-Doors,9950,61,44597,0,1
1.3,2/3-Doors,9995,68,44458,1,1
1.6,4/5-Doors,9950,59,43818,0,1
1.6,4/5-Doors,10495,60,43426,1,1
1.6,4/5-Doors,7950,58,43000,0,1
1.6,4/5-Doors,8950,68,43000,0,1
1.6,4/5-Doors,9695,57,43000,0,1
1.3,2/3-Doors,7750,64,43000,0,0
1.6,2/3-Doors,9950,68,42750,0,1
1.6,4/5-Doors,9950,67,42102,1,1
1.6,4/5-Doors,9950,63,41586,0,1
1.6,4/5-Doors,9900,64,41200,0,1
1.3,2/3-Doors,10950,57,40214,1,1
1.3,4/5-Doors,8950,60,40000,1,1
1.3,2/3-Doors,8950,66,39222,1,1
1.6,2/3-Doors,8250,66,39144,1,1
1.6,4/5-Doors,10250,62,39000,1,1
1.6,4/5-Doors,8750,61,38019,1,1
1.6,4/5-Doors,9750,68,37759,1,1
1.6,Stationwagen,10950,61,37500,1,1
1.6,2/3-Doors,10950,60,37111,1,1
1.3,2/3-Doors,9750,62,37000,0,1
1.6,2/3-Doors,8900,59,36954,1,1
1.6,4/5-Doors,9500,60,36943,1,1
1.3,Stationwagen,9950,63,36923,0,1
1.6,2/3-Doors,9950,66,36658,0,1
1.3,2/3-Doors,8250,65,36000,0,1
1.6,2/3-Doors,10450,65,36000,1,1
1.6,2/3-Doors,10950,62,35512,0,1
1.3,2/3-Doors,9250,65,35283,0,1
1.6,2/3-Doors,8900,68,35000,1,1
1.3,4/5-Doors,10900,57,35000,1,1
1.6,2/3-Doors,9750,64,34114,1,1
1.6,4/5-Doors,11950,58,34000,0,1
1.3,4/5-Doors,7900,68,33847,1,1
1.6,4/5-Doors,10900,57,33535,0,0
1.6,2/3-Doors,10450,65,33000,0,1
1.6,Stationwagen,10950,59,32150,0,1
1.3,2/3-Doors,9950,65,31588,1,1
1.6,2/3-Doors,10750,60,31480,0,1
1.6,4/5-Doors,9900,57,31307,1,1
1.6,4/5-Doors,10750,68,31000,0,1
1.6,4/5-Doors,10450,58,30634,1,1
1.3,4/5-Doors,9450,68,30300,1,1
1.3,2/3-Doors,10750,60,28500,0,1
1.6,4/5-Doors,10950,60,28500,0,1
1.3,2/3-Doors,10000,57,28000,0,1
1.6,2/3-Doors,10500,68,26698,0,1
1.6,2/3-Doors,12500,62,26000,0,1
1.3,4/5-Doors,8950,62,25505,1,1
1.6,4/5-Doors,10500,58,25000,0,1
1.6,2/3-Doors,9245,66,22835,1,1
1.6,4/5-Doors,10950,59,22705,1,1
1.3,2/3-Doors,9500,63,22178,0,1
1.6,2/3-Doors,10900,62,17345,0,1
1.3,4/5-Doors,10950,67,15535,0,1
1.3,4/5-Doors,9450,66,15110,0,1
2.0,Stationwagen,6950,79,218118,0,1
2.0,4/5-Doors,6000,78,217764,1,1
1.6,4/5-Doors,5250,79,207114,0,1
2.0,2/3-Doors,4400,74,203254,0,1
2.0,4/5-Doors,6750,77,200732,0,1
2.0,4/5-Doors,8500,69,197501,0,1
2.0,2/3-Doors,6150,80,194765,0,1
2.0,Stationwagen,6950,76,191620,0,1
2.0,2/3-Doors,5750,76,183277,0,1
2.0,4/5-Doors,8750,78,180378,0,1
2.0,2/3-Doors,6500,70,178800,0,1
1.6,4/5-Doors,5950,73,176177,0,1
1.3,4/5-Doors,6500,78,176000,0,1
2.0,Stationwagen,10500,77,172980,0,1
2.0,4/5-Doors,8500,77,170000,0,1
1.6,2/3-Doors,7950,71,164000,0,1
1.3,2/3-Doors,5800,78,161775,0,1
1.3,2/3-Doors,6750,80,160000,0,1
2.0,2/3-Doors,6950,78,159968,0,1
1.6,2/3-Doors,5740,74,159908,0,1
1.3,2/3-Doors,6550,73,158492,0,1
2.0,2/3-Doors,8950,69,156204,0,1
1.3,4/5-Doors,6750,73,156169,0,1
1.6,2/3-Doors,7950,78,155210,0,1
2.0,2/3-Doors,7950,69,155000,0,1
2.0,4/5-Doors,7450,76,154900,0,1
2.0,Stationwagen,7750,70,151300,0,1
1.6,4/5-Doors,6450,71,151000,0,1
2.0,2/3-Doors,7900,75,150000,0,1
2.0,2/3-Doors,6900,69,146304,0,1
1.3,2/3-Doors,5600,75,146197,0,1
1.6,4/5-Doors,5950,77,145996,0,1
1.3,2/3-Doors,6950,80,143560,0,1
1.3,Stationwagen,8950,79,138500,0,1
2.0,4/5-Doors,7950,74,137741,0,1
2.0,4/5-Doors,9500,80,137178,0,1
2.0,2/3-Doors,8600,76,134889,1,1
2.0,Stationwagen,5950,71,134660,0,1
1.6,4/5-Doors,7750,73,134539,0,1
2.0,4/5-Doors,7950,79,131500,0,1
1.6,2/3-Doors,6950,77,131307,0,1
1.6,2/3-Doors,7250,74,130025,0,1
1.3,4/5-Doors,6500,78,130000,0,1
1.6,4/5-Doors,7250,77,128960,0,1
1.6,4/5-Doors,9250,80,128351,0,1
1.6,2/3-Doors,8250,73,128006,1,1
2.0,2/3-Doors,7250,71,127159,0,1
1.6,4/5-Doors,5250,72,126478,0,1
1.6,4/5-Doors,7900,77,126000,0,1
1.6,2/3-Doors,6900,76,125778,0,1
1.6,2/3-Doors,7900,75,125400,0,1
2.0,4/5-Doors,7250,74,124910,0,1
1.6,2/3-Doors,8450,70,124743,0,1
1.6,4/5-Doors,7950,76,124591,1,1
1.6,2/3-Doors,7950,74,124057,1,1
1.6,2/3-Doors,6450,72,123403,1,1
1.6,4/5-Doors,6650,75,123104,0,1
1.3,2/3-Doors,7950,74,123077,0,1
1.3,4/5-Doors,7250,80,122820,0,1
1.6,2/3-Doors,7450,77,122290,0,1
1.6,4/5-Doors,7950,74,121900,0,1
1.6,4/5-Doors,7250,77,121545,0,1
2.0,2/3-Doors,8250,71,120474,0,1
2.0,4/5-Doors,8950,76,120263,0,1
1.6,2/3-Doors,7750,74,120196,0,1
1.6,Stationwagen,8500,71,120000,0,1
1.6,4/5-Doors,7750,78,120000,0,1
1.6,4/5-Doors,5750,73,115877,0,1
1.6,4/5-Doors,6900,76,115345,0,1
1.6,2/3-Doors,6500,71,115157,0,0
1.6,4/5-Doors,6500,78,115000,0,1
1.3,Stationwagen,7600,77,114258,0,1
2.0,4/5-Doors,8950,73,112963,1,1
1.6,4/5-Doors,7450,74,112307,1,1
1.3,2/3-Doors,7350,72,112000,0,1
1.3,2/3-Doors,7750,73,111602,0,1
1.6,2/3-Doors,7460,80,111392,0,1
1.6,Stationwagen,9250,76,110901,1,1
1.6,2/3-Doors,7250,80,110887,0,1
1.3,2/3-Doors,6500,72,110634,1,1
1.6,4/5-Doors,6800,80,110000,0,1
1.6,Stationwagen,8700,75,109540,1,1
1.6,4/5-Doors,7500,78,109263,0,1
1.6,2/3-Doors,7750,71,107516,1,1
1.6,2/3-Doors,7950,73,107108,0,1
1.6,2/3-Doors,9950,75,107000,0,1
1.6,4/5-Doors,6640,74,106250,0,1
1.3,2/3-Doors,8750,71,106150,0,0
1.6,2/3-Doors,7750,72,106108,0,1
1.3,2/3-Doors,5950,72,105856,0,1
1.3,2/3-Doors,6750,77,105152,0,1
1.6,2/3-Doors,6500,80,105135,0,1
1.6,2/3-Doors,8750,76,104344,0,1
1.6,2/3-Doors,7950,74,104150,0,1
1.3,2/3-Doors,6750,74,104000,0,1
1.3,4/5-Doors,7950,73,103121,0,0
1.3,2/3-Doors,7950,80,102300,0,1
1.6,4/5-Doors,8950,75,102005,0,1
1.3,2/3-Doors,7750,77,102000,1,1
1.6,4/5-Doors,6450,75,101855,0,1
1.6,2/3-Doors,6900,74,101773,0,1
1.6,Stationwagen,8450,75,101159,0,1
1.3,2/3-Doors,6750,74,101000,0,1
1.3,4/5-Doors,8050,74,100732,0,1
1.6,4/5-Doors,9500,79,100719,0,1
1.6,4/5-Doors,7750,78,100487,1,1
1.6,Stationwagen,8500,80,100458,0,1
1.6,2/3-Doors,7795,75,100192,1,1
1.6,2/3-Doors,6490,80,100123,1,1
1.6,2/3-Doors,7950,73,99971,0,1
1.3,4/5-Doors,6425,79,99397,0,1
1.3,4/5-Doors,8950,69,99374,0,1
1.6,4/5-Doors,6950,72,99245,0,1
1.6,Stationwagen,8750,79,98742,1,1
1.6,2/3-Doors,8450,71,98154,0,1
1.6,4/5-Doors,7950,77,98000,0,1
1.3,4/5-Doors,7950,80,97548,1,1
1.6,4/5-Doors,8900,78,97534,0,1
1.6,Stationwagen,8950,73,97494,1,1
1.6,Stationwagen,8900,73,97085,1,1
1.6,4/5-Doors,7950,69,97000,1,0
1.3,2/3-Doors,6495,74,96302,0,1
1.3,2/3-Doors,7250,78,96000,0,1
1.6,Stationwagen,9250,74,96000,1,1
1.6,4/5-Doors,6650,78,95909,0,1
1.6,Stationwagen,6990,79,95700,0,1
1.6,4/5-Doors,7750,78,95651,0,1
1.3,4/5-Doors,6950,79,95000,1,1
1.6,2/3-Doors,7250,80,94447,0,1
1.6,Stationwagen,9950,80,94079,1,1
1.6,4/5-Doors,9250,80,93841,0,1
1.3,4/5-Doors,7200,79,93090,0,1
1.6,4/5-Doors,8250,72,93066,0,1
1.6,2/3-Doors,8950,79,93039,0,1
1.6,4/5-Doors,8250,77,93000,0,1
